Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:6mFkJmJqdDVQ1REhVfGgd1,"Wish You Were Here","Wish You Were Here","Pink Floyd",1975-09-12,338466,83,false,,2021-05-05T00:48:22Z,"rock progressivo,rock psicodélico,rock clássico,art rock,rock","Pink Floyd Records",0.481,0.262,7,-15.73,1,0.0414,0.735,0.0114,0.832,0.375,122.861,4
spotify:track:2nVHqZbOGkKWzlcy1aMbE7,"Kashmir - 1990 Remaster","Physical Graffiti (1994 Remaster)","Led Zeppelin",1975-02-24,508200,2,false,,2021-05-05T00:38:57Z,"rock clássico,rock,hard rock,rock and roll","Rhino Atlantic",0.48,0.536,2,-11.166,1,0.0427,0.488,0.0000422,0.155,0.581,80.617,3
spotify:track:1Qdnvn4XlmZANCVy3XjrQo,"Show Me How to Live","Audioslave","Audioslave",2002-11-17,277840,74,false,,2021-05-05T00:36:31Z,"grunge,post-grunge,metal alternativo","Epic/Interscope",0.433,0.854,9,-3.868,1,0.0483,0.000336,0.000177,0.162,0.368,89.4,4
spotify:track:3qT4bUD1MaWpGrTwcvguhb,"Black Dog - Remaster","Led Zeppelin IV (Deluxe Edition)","Led Zeppelin",1971-11-08,295386,72,false,,2021-05-05T00:33:21Z,"rock clássico,rock,hard rock,rock and roll","Atlantic Records",0.437,0.864,4,-7.842,0,0.0904,0.396,0.0314,0.242,0.749,81.394,4
spotify:track:3QZ7uX97s82HFYSmQUAN1D,"Tom Sawyer","Moving Pictures (2011 Remaster)","Rush",1981-02-12,276880,71,false,,2021-05-05T00:30:53Z,"rock progressivo,rock clássico,hard rock,rock,aor","Mercury Records",0.536,0.901,9,-7.211,1,0.0374,0.00145,0.0186,0.06,0.666,87.559,4
spotify:track:5g1rzUEyVFNr2i4ifEjlVN,"Love Hurts - Single Edit","Hair of the Dog","Nazareth",1975-04-01,232120,1,false,,2021-05-05T00:30:25Z,"hard rock","Salvo",0.428,0.491,7,-6.598,1,0.0261,0.00692,0.00551,0.114,0.123,80.059,4
spotify:track:1T94tcUfe2X74nriMCAWQa,"While My Guitar Gently Weeps","Hell To Pay","The Jeff Healey Band",1990-05-21,315666,50,false,,2021-05-05T00:26:17Z,"blues rock,blues,blues moderno","Arista",0.431,0.666,7,-11.141,1,0.0337,0.00151,0.00213,0.0527,0.619,134.777,4
spotify:track:2d4e45fmUnguxh6yqC7gNT,"Dirty Deeds Done Dirt Cheap","Dirty Deeds Done Dirt Cheap","AC/DC",1976-09-20,232265,75,false,,2021-05-05T00:23:48Z,"rock,hard rock,rock clássico,rock and roll","Columbia",0.668,0.906,11,-4.881,0,0.17,0.214,0.00245,0.135,0.507,135.653,4
spotify:track:4plWteom872xTLJ6QTXR3p,"Hair of the Dog - 2010 - Remaster","Hair of the Dog","Nazareth",1975-04-01,251133,0,false,,2021-05-05T00:17:03Z,"hard rock","Salvo",0.633,0.807,4,-5.535,1,0.0493,0.0073,0.375,0.0802,0.562,127.979,4
spotify:track:2TeBzGa3vcoK7F1fRZgDZd,"Hold Back The Water","Bachman Turner Overdrive","Bachman-Turner Overdrive",1973,309626,39,false,,2021-05-05T00:15:00Z,"rock clássico","Mercury Records",0.733,0.666,2,-13.99,1,0.0539,0.0832,0.000741,0.0788,0.93,126.443,4
spotify:track:33HdtiP30rbxYM2EoU12TR,"Doctor Doctor","Heavy Hitters","Michael Schenker Group;Jeff Scott Soto",2006-03-07,367507,33,false,,2021-05-05T00:11:34Z,"hard rock,heavy metal,aor,arena rock","2005 Deadline Music",0.338,0.844,1,-6.577,0,0.0452,0.0000391,0.00126,0.0774,0.284,135.984,4
spotify:track:7kF1iPJTj3VFJX9XokQ80F,"Slither","Contraband","Velvet Revolver",2004,248306,62,false,,2021-05-05T00:09:00Z,"grunge","RCA Records Label",0.478,0.974,7,-3.866,1,0.102,0.000266,0.096,0.0738,0.275,141.082,4
spotify:track:75tCX7RI0eqD99yHMS8h4w,"Wild Flower","Electric","The Cult",1987-04-06,217466,52,false,,2021-05-05T00:03:04Z,"hard rock,rock gótico,glam metal","Beggars Banquet",0.532,0.699,4,-9.496,1,0.0618,0.00674,0.000269,0.0925,0.837,135.425,4
spotify:track:6EPRKhUOdiFSQwGBRBbvsZ,"Ace of Spades","Ace of Spades (Expanded Edition)","Motörhead",1980-11-08,166360,7,false,,2021-05-04T23:59:56Z,"heavy metal,metal,speed metal,hard rock,rock","Sanctuary Records",0.342,0.91,4,-7.748,1,0.0758,0.0000402,0.000121,0.0823,0.547,140.452,4
spotify:track:6xmsudO0M4NKgZHXffY360,"Highway Star","Black Butterfly","Buckcherry",2009-05-25,266613,0,false,,2021-05-04T23:57:38Z,"","Eleven Seven Music",0.37,0.991,11,-2.243,1,0.12,0.000433,0.0484,0.155,0.361,172.09,4
spotify:track:3OcsJwdFNp5PI9p9to8FE3,"Born To Be Wild","Electric","The Cult",1987-04-06,235026,39,false,,2021-05-04T23:47:05Z,"hard rock,rock gótico,glam metal","Beggars Banquet",0.496,0.918,9,-7.117,1,0.148,0.00767,0.00172,0.0899,0.641,133.106,4
spotify:track:7w6PJe5KBPyvuRYxFkPssC,"No More Tears","No More Tears (Expanded Edition)","Ozzy Osbourne",1991-09-17,444983,79,false,,2021-05-04T23:34:39Z,"metal,glam metal,heavy metal,hard rock","Epic",0.346,0.749,6,-6.506,1,0.035,0.00167,0.0000886,0.648,0.315,102.591,4
spotify:track:3tS1VMpxp9bLn46Cyh09el,"Stillborn","The Blessed Hellride","Black Label Society",2018-09-21,196040,0,false,,2021-05-04T23:27:55Z,"groove metal,metal,heavy metal","eOne Music",0.585,0.881,5,-4.719,0,0.0366,0.0000227,0.000939,0.376,0.425,107.028,4
spotify:track:2EqlS6tkEnglzr7tkKAAYD,"Come Together - Remastered 2009","Abbey Road (Remastered)","The Beatles",1969-09-26,259946,79,false,,2021-05-02T22:32:08Z,"rock clássico,rock psicodélico","EMI Catalogue",0.53,0.376,9,-11.913,0,0.04,0.0304,0.247,0.0926,0.188,164.775,4
spotify:track:4BggEwLhGfrbrl7JBhC8EC,"Butterfly","The Gift Of Game","Crazy Town",2000-12-15,216733,79,false,,2021-04-27T13:01:26Z,"rap rock,nu metal,rap metal","Columbia",0.736,0.811,9,-4.17,0,0.081,0.00132,0.000142,0.107,0.609,103.502,4
spotify:track:5XILNl34yqX40XVpFnwbWq,"Country Star","Hail Tapes","Bryce Clifford;Brother Superior",2008,197840,0,false,,2021-04-23T19:43:53Z,"","Bryce Clifford & Brother Superior",0.33,0.951,2,-5.11,0,0.0502,0.00978,0.0174,0.129,0.756,173.108,4
spotify:track:7cGr5XY2pfj9b4UngCktG0,"Black Sheep","Gravel & Wine","Gin Wigmore",2011,182680,48,false,,2021-04-23T19:41:23Z,"","Universal Music Australia Pty. Ltd.",0.723,0.656,4,-3.828,0,0.0385,0.028,0.000708,0.709,0.414,119.019,4
spotify:track:2TFV3gIRyEmYhY0O6voiQp,"Trade Your Sons","And Now the Dawn","Chili Cold Blood",2013-07-27,290160,2,false,,2021-04-23T19:28:28Z,"stoner rock,gótico do sul","Blood Chili Records",0.494,0.766,2,-4.991,1,0.0304,0.165,0.0271,0.11,0.205,86.042,4
spotify:track:4WekEzcLyDDdPHG3G6dZg4,"Hate to Say I Told You So","Boyhood: Music from the Motion Picture","The Hives",2014-07-04,199640,37,false,,2021-04-20T18:31:05Z,"garage rock","Nonesuch",0.445,0.932,5,-5.025,1,0.0532,0.00123,0.00801,0.434,0.435,135.865,4
spotify:track:1XGAxBPuIMGSoCcV71V36R,"Rock Bottom - 2007 Remastered Version","Phenomenon","UFO",1974,389333,0,false,,2021-04-20T18:24:22Z,"hard rock,aor,space rock,heavy metal","Parlophone UK",0.256,0.863,5,-6.582,1,0.106,0.0000348,0.00405,0.364,0.521,158.947,4
spotify:track:6yXm3xUj0fcN4dGwBAl9qM,"Poison Heart","Mondo Bizarro","Ramones",1992-09-14,243466,56,false,,2021-04-18T01:47:48Z,"punk,proto-punk","Parlophone UK",0.519,0.967,1,-5.645,0,0.0371,0.00385,0.000344,0.0966,0.675,148.506,4
spotify:track:3EIKlSJSn2IyD7b5SyTEPW,"Tick Tick Boom - Single Version","Tick Tick Boom (International Enhanced Maxi)","The Hives",2007-01-01,211760,0,false,,2021-04-18T01:37:58Z,"garage rock","Polydor",0.56,0.855,9,-3.349,0,0.102,0.000344,0.00000715,0.172,0.464,135.097,4
spotify:track:19LT4ZUEeoUdimKE04WJJg,"Cowboy","Devil Without a Cause","Kid Rock",1998,257866,66,true,,2021-04-18T01:32:11Z,"","Top Dog/Atlantic",0.608,0.898,1,-2.921,1,0.291,0.085,0,0.108,0.868,166.652,4
spotify:track:3meXdlcyYTgukuOfX6VyhJ,"Amsterdam","Amsterdam","Nothing But Thieves",2017-05-03,272240,0,false,,2021-04-18T01:09:30Z,"","RCA Records Label",0.513,0.932,10,-5.016,1,0.172,0.00456,0.0000248,0.245,0.665,168.062,4
spotify:track:249h5DMlJaYycXPTbl6mec,"Free Drinks in Hell","Fifty Year Rebellion","F Y R",2016-11-21,197146,0,true,,2021-04-17T01:11:11Z,"","FYR",0.633,0.708,9,-6.982,1,0.0368,0.0141,0.0000605,0.375,0.645,95.041,4
spotify:track:0BX3ysoHJvxmLEhPMAfb2z,"Jesus Built My Hotrod","KE*A*H** (Psalm 69)","Ministry",1992-07-10,292586,53,true,,2021-04-15T00:50:06Z,"industrial,metal industrial,rock industrial,ebm,darkwave","Rhino",0.541,0.91,0,-5.114,1,0.0529,0.00000433,0.597,0.79,0.397,125.076,3
spotify:track:4fHGqeWo1p0hd0ADLpnOQq,"When The Dying Calls","Danzig III: How The Gods Kill","Danzig",1992-01-01,211626,29,false,,2021-04-15T00:31:47Z,"horror punk","American Recordings Catalog P&D",0.494,0.962,10,-8.368,1,0.173,0.00328,0.0017,0.387,0.211,145.303,4
spotify:track:2sT1Z0rVOSwOL2bFjHv1B5,"Do You Wear The Mark","Danzig III: How The Gods Kill","Danzig",1992-01-01,287306,30,false,,2021-04-15T00:23:33Z,"horror punk","American Recordings Catalog P&D",0.381,0.943,4,-7.328,0,0.0991,0.000152,0.286,0.375,0.22,142.292,4
spotify:track:7ALMixwJrmUIYsJK81O832,"The Rose Petalled Garden","Sonic Brew (20th Anniversary Blend 5.99 - 5.19)","Black Label Society",2019-05-17,295346,0,false,,2021-04-14T23:30:12Z,"groove metal,metal,heavy metal","eOne Music",0.187,0.806,2,-7.732,1,0.137,0.00785,0.0323,0.369,0.102,169.087,4
spotify:track:1nhYiZeuJI3jEabbxKhjfH,"Funeral Bell","The Blessed Hellride","Black Label Society",2018-09-21,281026,0,false,,2021-04-14T22:35:58Z,"groove metal,metal,heavy metal","eOne Music",0.571,0.93,10,-5.387,0,0.0478,0.00117,0.000235,0.224,0.526,113.034,4
spotify:track:2xSpHAvzlfm1UAiDMN5h3f,"Fire It Up","Mafia","Black Label Society",2005,300187,36,false,,2021-04-14T22:32:25Z,"groove metal,metal,heavy metal","ST2",0.446,0.781,10,-6.01,1,0.0302,0.0000726,0.0369,0.464,0.354,92.42,4
spotify:track:65jwtnBytda6pB8uUGDM2X,"Save Me","Welcome To The Freakshow","Hinder",2012-01-01,166200,37,true,,2021-04-14T20:37:01Z,"post-grunge","Universal Records",0.56,0.975,0,-3.788,1,0.0641,0.000214,0.0479,0.339,0.673,90.957,4
spotify:track:51HpNM8RKewP5PAuBLqXwy,"All American Nightmare","All American Nightmare","Hinder",2010-01-01,197453,55,false,,2021-04-14T20:22:05Z,"post-grunge","Universal Records",0.47,0.948,10,-3.708,1,0.0539,0.000773,0.000373,0.0916,0.716,82.491,4
spotify:track:66PgT7clBWAuQlMqoUL0YU,"Get Lucky","ReAniMate 2.0: The CoVeRs eP","Halestorm",2013-10-15,188573,45,false,,2021-04-14T18:44:53Z,"","Atlantic Records",0.686,0.932,9,-4.751,0,0.0508,0.00803,0.0000245,0.231,0.78,115.919,4
spotify:track:4v4zFRDRkXyGPTRyYur26i,"Who Do You Love?","Diamonds In The Dirt","Joanne Shaw Taylor",2010-10-11,187245,0,false,,2021-04-10T18:54:29Z,"blues,blues rock,blues moderno","Ruf Records GmbH",0.629,0.648,8,-14.063,1,0.0382,0.0203,0.0356,0.299,0.691,104.014,4
spotify:track:6AbF06onnnYVZHk0QPVNF8,"Sun up Sun Down","Exit 16","Roosevelt Collier",2018-03-09,327633,25,false,,2021-04-10T18:03:20Z,"blues moderno,blues,blues rock","GroundUP",0.357,0.766,5,-6.491,0,0.214,0.0104,0.85,0.149,0.499,176.358,4
spotify:track:3Q8zopc4ABXhysDb1sgLVW,"Porn Star Dancing","My Darkest Days","My Darkest Days;Chad Kroeger;Zakk Wylde",2010-01-01,199013,68,true,,2021-04-02T19:27:09Z,"","Mountain View Records / IDJ",0.477,0.917,2,-3.399,1,0.0814,0.0139,0,0.0756,0.267,160.021,4
spotify:track:5FQXMRDSTkn9fowDJ3kZo8,"You're Going Down","Tri-Polar (International Version)","SICK PUPPIES",2009,187346,61,true,,2021-04-02T19:13:06Z,"","Virgin Records",0.49,0.833,6,-5.899,1,0.0487,0.0116,0.000504,0.15,0.39,89.981,4
spotify:track:0FtD1ZukwCnuTfTNuwxrQM,"Make A Move","Scripted","Icon For Hire",2011-01-01,183813,55,false,,2021-03-28T15:39:55Z,"rock cristão","Tooth & Nail (TNN)",0.513,0.83,6,-4.71,0,0.0718,0.00181,0,0.0512,0.714,82.982,4
spotify:track:4BJyt25nburVwbnESDeIc7,"So Cold - Remix","We Are Not Alone","Breaking Benjamin",2004-01-01,273440,70,false,,2021-03-28T15:04:15Z,"metal alternativo,post-grunge,rock","Hollywood Records",0.49,0.774,0,-5.436,0,0.0604,0.00305,0.0000816,0.12,0.297,153.048,4
spotify:track:6qtg4gz3DhqOHL5BHtSQw8,"I Don’t Want To Be Here Anymore","The Black Market","Rise Against",2014-01-01,239960,55,false,,2021-03-27T22:25:50Z,"punk,hardcore punk","Geffen",0.236,0.971,6,-3.98,0,0.0987,0.000759,0.0000387,0.172,0.403,159.001,4
spotify:track:4ReyTz0y3TGkX48wO3Llot,"Epic","The Real Thing","Faith No More",1989,293653,67,false,,2021-03-27T22:15:32Z,"funk rock,metal alternativo,rap metal,grunge","London Records",0.358,0.893,4,-7.486,0,0.12,0.0222,0.0524,0.126,0.262,174.238,4
spotify:track:0jqK7sGTLsHPkQrrcrGuKD,"Still Waiting","Does This Look Infected?","Sum 41",2002-01-01,158733,71,true,,2021-03-27T20:05:35Z,"pop punk,punk,skate punk","Island Records",0.431,0.95,7,-4.918,1,0.26,0.00105,0.0000363,0.272,0.562,191.941,4
spotify:track:1vcxF91pWs9uNwDROuiCPB,"Savior","Appeal To Reason","Rise Against",2008-01-01,242280,78,false,,2021-03-27T19:57:25Z,"punk,hardcore punk","Geffen",0.554,0.932,5,-3.424,0,0.0485,0.00154,0.000139,0.425,0.478,112.488,4
spotify:track:4LTPyRMM9hEEadSXFdrHBI,"Deja Voodoo","Ledbetter Heights","Kenny Wayne Shepherd",1995-09-15,368933,48,false,,2021-03-26T23:52:21Z,"blues rock,blues,blues moderno,southern rock","Giant",0.341,0.779,8,-9.239,1,0.0413,0.000283,0.0481,0.0918,0.66,108.32,4
spotify:track:0LrZ78lPmU3EM6vFAaCrbo,"Blind Belief","The Bitter Truth","Evanescence",2021-03-26,254451,0,false,,2021-03-26T16:51:54Z,"metal alternativo","BMG Rights Management (US) LLC",0.455,0.903,3,-5.481,1,0.0486,0.000318,0.169,0.13,0.279,88.047,4
spotify:track:4Tcw0Lq2HOt7CAcOGAs4Q9,"Feeding The Dark","The Bitter Truth","Evanescence",2021-03-26,254279,0,false,,2021-03-26T16:46:30Z,"metal alternativo","BMG Rights Management (US) LLC",0.474,0.928,2,-4.283,1,0.0782,0.000159,0.155,0.332,0.41,162.082,4
spotify:track:56vERCP53h8nSEyco7TwxO,"Yeah Right","The Bitter Truth","Evanescence",2021-03-26,210848,0,true,,2021-03-26T16:42:54Z,"metal alternativo","BMG Rights Management (US) LLC",0.547,0.898,1,-4.605,1,0.0412,0.0000409,0.123,0.157,0.306,131.019,4
spotify:track:7mH6yI428XqzHkPGtkSMBj,"Broken Pieces Shine","The Bitter Truth","Evanescence",2021-03-26,230459,0,false,,2021-03-26T16:39:21Z,"metal alternativo","BMG Rights Management (US) LLC",0.479,0.963,0,-3.949,1,0.0752,0.0000987,0.0289,0.12,0.341,142.033,4
spotify:track:3b9xTm2eiaCRTGqUEWuzxc,"I'm Glad Trouble Don't Last Always","I'm Glad Trouble Don't Last Always","Luke Winslow-King",2016-09-30,257586,0,false,,2021-03-23T22:31:54Z,"blues rock,blues,blues moderno,rock raiz,americana,country blues","Bloodshot Records",0.579,0.522,2,-7.124,1,0.0232,0.000545,0.00811,0.0914,0.286,81.969,4
spotify:track:10f3q2Od3xz3P4BmsP2AHY,"How Long?","How Long?","Fantastic Negrito",2020-05-15,256465,24,true,,2021-03-23T18:39:50Z,"gótico do sul,blues moderno,blues rock,blues","Cooking Vinyl Limited",0.643,0.619,6,-7.111,0,0.0439,0.131,0.0000424,0.0784,0.466,71.742,4
spotify:track:4yTmGro7iwlYFdmPwGAzgp,"Beneath The Riverbed","Forged By Fortitude","Sons Of Texas",2017-09-22,254586,37,true,,2021-03-19T23:48:23Z,"groove metal,southern rock","Razor & Tie",0.376,0.919,0,-4.061,1,0.0508,0.0001,0.00000859,0.381,0.561,158.372,4
spotify:track:6s0NHplywwr1IjnQpUpWJk,"Bad To The Bone","BAD TO THE BONE","George Thorogood & The Destroyers",1982-01-01,292173,71,false,,2021-03-18T17:06:41Z,"rock clássico,blues rock,southern rock","EMI/EMI Records (USA)",0.459,0.727,0,-11.777,1,0.0303,0.00614,0.0652,0.384,0.955,149.231,1
spotify:track:0zABw1PtGYHsU4VDpDZsra,"Needles and Pins - Mono","Needles & Pins","The Searchers",1964-01-01,131360,0,false,,2021-03-17T02:51:38Z,"","Sanctuary Records",0.566,0.953,9,-6.504,1,0.0393,0.0546,0.0000286,0.0637,0.887,124.284,4
spotify:track:5WUgOOaTk00PnksDekcgcg,"Baby, Please Don't Go (feat. Van Morrison)","Complete Them (1964-1967) (feat. Van Morrison)","Them;Van Morrison",2015-12-04,162293,3,false,,2021-03-17T02:50:48Z,"proto-punk","Legacy Recordings",0.72,0.705,5,-6.82,1,0.0408,0.506,0.00000112,0.147,0.775,106.332,4
spotify:track:4s6LhHAV5SEsOV0lC2tjvJ,"California Dreamin' - Single Version","If You Can Believe Your Eyes & Ears","The Mamas & The Papas",1966-03,162373,80,false,,2021-03-17T02:49:36Z,"folk rock","Geffen*",0.552,0.608,1,-9.786,0,0.0345,0.352,0,0.0533,0.637,112.367,4
spotify:track:4uGIJG1jYFonGc4LGp5uQL,"Somebody to Love","Surrealistic Pillow","Jefferson Airplane",1967,174840,68,false,,2021-03-17T02:43:44Z,"rock psicodélico,acid rock","RCA/BMG Heritage",0.504,0.578,4,-9.302,1,0.031,0.408,0,0.321,0.654,132.411,4
spotify:track:41TqRBgF4Ahyr4vGmZVk8b,"In-A-Gadda-Da-Vida - Single Version","Light and Heavy/The Best of...","Iron Butterfly",2007-11-27,173986,48,false,,2021-03-17T02:38:33Z,"acid rock,rock psicodélico","Rhino/Elektra",0.472,0.526,0,-9.505,1,0.0309,0.00291,0.000173,0.181,0.771,119.44,4
spotify:track:0cKk8BKEi7zXbdrYdyqBP5,"Behind Blue Eyes","Who's Next (Deluxe Edition)","The Who",1971-08-14,221426,67,false,,2021-03-17T02:34:46Z,"rock clássico,rock","Polydor Records",0.394,0.622,4,-8.258,0,0.0336,0.213,0.0000445,0.0892,0.342,126.844,4
spotify:track:3Xls4cNOwy01dtrNXb1inG,"White Room","Wheels Of Fire","Cream",1968-07-01,298333,70,false,,2021-03-17T02:30:40Z,"rock clássico,rock psicodélico,acid rock,blues rock","Polydor Records",0.553,0.576,0,-13.458,1,0.0304,0.191,0.00664,0.0365,0.457,109.827,4
spotify:track:4vpeKl0vMGdAXpZiQB2Dtd,"White Rabbit","Surrealistic Pillow","Jefferson Airplane",1967,150640,70,false,,2021-03-17T02:29:56Z,"rock psicodélico,acid rock","RCA/BMG Heritage",0.551,0.293,2,-12.503,1,0.0272,0.486,0.000273,0.0864,0.322,106.798,4
spotify:track:4mn2kNTqiGLwaUR8JdhJ1l,"House of the Rising Sun","The Singles Plus","The Animals",1987-10-19,269906,80,false,,2021-03-17T02:26:51Z,"rock clássico","Parlophone UK",0.316,0.484,9,-9.11,0,0.0308,0.000334,0.00445,0.0912,0.299,117.363,3
spotify:track:2K2M0TcglCRLLpFOzKeFZA,"Sunshine Of Your Love","Disraeli Gears (Deluxe Edition)","Cream",1967-11,250400,70,false,,2021-03-17T02:15:55Z,"rock clássico,rock psicodélico,acid rock,blues rock","Universal Records",0.683,0.594,2,-8.289,1,0.0347,0.385,0.0000861,0.121,0.734,115.099,4
spotify:track:71VlKqBxf64wTlBP5J5fuZ,"As the Crow Flies","Before We Were so Rudely Interrupted","The Animals",1977-08,219133,45,false,,2021-03-17T02:11:38Z,"rock clássico","The Animals",0.663,0.39,9,-10.333,0,0.0288,0.621,0.0184,0.112,0.534,72.655,4
spotify:track:46mov5j25a6BXrxNQKUwiA,"Stickin In My Eye","White Trash, Two Heebs and a Bean","NOFX",1992-11-05,144440,51,false,,2021-03-16T02:21:29Z,"punk,skate punk,ska punk,ska,hardcore melódico,hardcore punk","Epitaph",0.299,0.97,9,-7.494,1,0.0799,0.0011,0.00752,0.0994,0.232,153.528,4
spotify:track:1SZoPX6yKcuejHQ49DtDxr,"Coming for You","Coming for You","The Offspring",2015-01-30,229444,0,true,,2021-03-16T02:07:57Z,"punk,skate punk","Time Bomb Recordings",0.512,0.921,0,-3.463,1,0.0828,0.000225,0,0.0588,0.558,139.481,4
spotify:track:1vlgn36Bko8wbMBwzS4Mdr,"Hater","The Paradigm Shift (World Tour Edition)","Korn",2014-07-15,233389,0,false,,2021-03-16T02:01:14Z,"nu metal,metal,rap metal,metal alternativo","Prospect Park",0.508,0.947,2,-3.652,0,0.0544,0.000245,0.0000599,0.211,0.511,94.033,4
spotify:track:09bkkXFpOVi3aPLvByyWD5,"Space Lord","Powertrip","Monster Magnet",1998-01-01,355933,0,false,,2021-03-16T01:43:37Z,"stoner rock,stoner metal,sludge metal,space rock","A&M",0.636,0.743,10,-7.111,1,0.0353,0.000235,0.683,0.123,0.357,95.82,4
spotify:track:38km9hpN3FHdapBCLOQ1e4,"Don't Tell Me How To Live","Sittin' Heavy","Monster Truck",2016-02-19,266093,0,false,,2021-03-15T02:13:09Z,"southern rock","Mascot Records",0.33,0.909,2,-4.994,0,0.0648,0.000024,0.0673,0.376,0.383,150.911,4
spotify:track:2ERHBp97IceXjkAJSkdDfk,"Deathwish","THREAD","Red Sun Rising",2018-03-30,287946,47,false,,2021-03-10T00:03:54Z,"post-grunge","Razor & Tie",0.498,0.871,8,-5.517,0,0.0499,0.00614,0.00000274,0.342,0.663,135.01,4
spotify:track:0sfaeSQbFHecFbc1JOqdN4,"Old Man","Something For The Pain","Redlight King",2011-01-01,181386,49,false,,2021-03-09T23:56:00Z,"","Hollywood Records",0.565,0.861,5,-2.909,1,0.0321,0.0294,0.0000103,0.114,0.797,154.122,4
spotify:track:5Bd0ckNtNsxISCa6uuxMLK,"Rx (Medicate) - Symphonic Acoustic","Rx (Medicate) [Symphonic Acoustic]","Theory of a Deadman",2017-11-03,217199,33,true,,2021-03-09T21:01:14Z,"post-grunge,metal alternativo","Atlantic Records",0.638,0.359,1,-6.457,1,0.029,0.782,0,0.0972,0.294,59.965,4
spotify:track:4qR4J8QRTeN0W8Rp5nVdzi,"Come Undone","My Darkest Days","My Darkest Days",2010-01-01,248493,60,false,,2021-03-09T20:29:39Z,"","Mountain View Records / IDJ",0.417,0.882,3,-4.319,1,0.0323,0.0000911,0,0.12,0.449,174.015,4
spotify:track:6wXFPlgXTT3k757WSzS6CE,"What It Takes","Shine On","Adelitas Way",2020-08-14,189149,44,false,,2021-03-09T20:22:48Z,"post-grunge","Vegas Syn/The Fuel Music",0.517,0.88,8,-4.092,1,0.0776,0.00135,0,0.092,0.612,174.144,4
spotify:track:735Ge0JqNmz6hKYEB1q7vZ,"Uninvited","Uninvited","Red Sun Rising",2017-03-31,259689,43,false,,2021-03-09T20:07:31Z,"post-grunge","Razor & Tie",0.518,0.636,6,-6.261,1,0.0306,0.155,0.0000741,0.101,0.253,131.949,4
spotify:track:1ju7EsSGvRybSNEsRvc7qY,"Simple Man","Pronounced' Leh-'Nerd 'Skin-'Nerd","Lynyrd Skynyrd",1973-01-01,356626,81,false,,2021-03-07T17:53:30Z,"southern rock,rock clássico,rock","Geffen*",0.422,0.752,6,-8.682,1,0.0449,0.0366,0.000119,0.129,0.404,120.47,4
spotify:track:1iWgFnhR0oW5Mup8yXDAPW,"Soldiers","Soldiers","Otherwise",2012-07-10,241848,57,false,,2021-03-06T16:34:04Z,"","Century Media",0.592,0.877,2,-4.05,0,0.0502,0.0095,0.000171,0.131,0.712,117.106,4
spotify:track:4TKrWepWwXUN5MNl5aJ7BQ,"See You At The Bottom","Isolate And Medicate (Deluxe Edition)","Seether",2014-01-01,218373,0,true,,2021-03-04T14:56:14Z,"post-grunge,metal alternativo,rock","The Bicycle Music Company",0.448,0.913,7,-5.031,1,0.0497,0.000059,0.000937,0.0465,0.555,166.114,4
spotify:track:1OWNwD4n5bGm8CcH3uuQ3C,"Peach","Peach","Chevelle",2021-01-29,256440,33,false,,2021-03-02T21:07:20Z,"metal alternativo,nu metal,post-grunge","Epic",0.593,0.757,0,-4.267,1,0.0344,0.000658,0.68,0.0735,0.486,96.376,4
spotify:track:7avvBGQq0tH4nY95guF7fP,"Can't You See","Between the Devil & the Deep Blue Sea (Special Edition)","Black Stone Cherry",2011-05-27,211160,51,false,,2021-03-01T15:33:44Z,"southern rock,post-grunge,hard rock","Roadrunner Records",0.398,0.846,11,-4.217,1,0.0441,0.000469,0.0000246,0.172,0.411,149.893,4
spotify:track:1H74SNPRWX0Wn3rhHK7Iun,"Turn Out The Lights - feat. Slash & Zakk Wylde","Unusual Suspects","Leslie West",2011-09-16,201520,0,false,,2021-02-23T20:08:31Z,"blues rock,blues moderno,blues,southern rock","Provogue Records",0.554,0.715,7,-5.323,1,0.0405,0.386,0.0000606,0.21,0.601,90.049,4
spotify:track:6IY3cC281mz9q0bViUEldz,"It's A Trip!","Content","Joywave",2017-07-28,183524,58,false,,2021-02-23T02:36:02Z,"","Cultco Music",0.673,0.716,8,-4.982,0,0.0291,0.088,0.00256,0.209,0.727,97.925,4
spotify:track:5MrZ8zjALW5fsTjch9YLrT,"Move, Shake, Hide - Was Brauer Mix","The Weird And Wonderful Marmozets","Marmozets;Was Brauer",2014-09-26,207506,27,false,,2021-02-23T02:12:44Z,"","Roadrunner Records",0.344,0.937,2,-4.168,0,0.166,0.000451,0.00000435,0.325,0.269,162.07,4
spotify:track:5w6B0sAH7XauCvMOAtplQj,"Fire","The Attractions Of Youth","Barns Courtney",2017-09-29,197520,68,false,,2021-02-22T21:06:26Z,"","EMI",0.548,0.64,10,-6.285,0,0.0306,0.21,0.000328,0.08,0.392,108.326,4
spotify:track:7mzPvDN4OEkmUcJmCBA6Do,"Zombie","Zombie","DREAMERS",2018-02-09,215800,26,false,,2021-02-22T20:05:51Z,"","Fairfax Recordings",0.431,0.632,7,-7.641,0,0.033,0.000189,0.000538,0.18,0.125,176.084,4
